"year","country","state","city","shape","duration..seconds.","comments"
1957,"us","ca","temple city","light","900","Lights over Mt Baldy California 1957 as seen by ten honest men"
1957,"us","tx","houston","diamond","120","broad daylight  incident in Houston about 1957"
1957,"us","pa","williamsport","cigar","120","A small&#44 cigar-shaped object entered my field of vision while I was standing on the back porch of second-story apartment building."
1957,"us","ca","long beach","disk","120","Three disks stationary in a triangle formation during the day surrounded by a mirage effect seemingly caused by heat."
1957,"us","co","denver","light","900","A supposed star&#44 at a time before there were humanly created objects in orbit&#44 which behaved very differently from the other stars."
1957,"us","pa","kresgeville","","1200","As a child&#44 I watched a &quot;star&quot; move slowly around other stars for a period of 20 minutes"
1957,"us","ut","salt  lake city","disk","900","5 Silver Saucers flying from over the Salt Lake&#44 and flying over the Oquirah Mountains towards Dugway"
1957,"us","mo","kansas city","light","10800","car ingulfed in red light&#44 missing time&#44 father decessed now&#44 mother now 75&#44 sister now 44&#44 and self now 54&#44 light remained for what se"
1958,"us","ca","novato","disk","90","saw saucer in large grass field it took off straight over vehicle went into sky and dissappeared"
1959,"us","in","new albany","cigar","300","Cigar shaped object hovered in the sky"
1960,"us","ca","la verne","circle","1800","July 1960&#44 Pomona Ca&#44  two yellowish orange spheres observed by numerous people that reported to the local paper."
1960,"us","nc","goldsboro","sphere","120","craft seen near Seymore-Johnson AFB&#44 N.C.&#44 1960"
1960,"us","tx","amarillo","diamond","3600","Texas Panhandle UFO&#39s"
1961,"us","ok","sapulpa","unknown","720","07/ 00/6   1:00   Sapulpa   Ok.  lights  10mins.  8 lights; 2 rows of 4 bright white."
1961,"us","pa","gettysburg","cigar","18000","Rte 30 West&#44 near Belmont Rd. intersection  7/15/61 4 hours Gray metallic cigar craft on Herr property in field below hill"
1961,"us","wv","mount hope","unknown","1800","Object only visible as a streak of light at very high altitude traveled from horizon to horizon in a few seconds for a total of 6 times"
1961,"us","or","newberg","egg","9000","Bright orbs flying in sky west of Portland&#44 Oregon"
1962,"us","nj","avon-by-the-sea","changing","300","Approached by a small orange light.  Light changed to a large cicular object."
1962,"us","il","chicago","other","1800","One large craft with colored revolving lights between two metalliccylanders"
1962,"us","oh","mentor","disk","1800","UFOs over Mentor Ohio Drive-in in 1960s"
1962,"us","mo","sunrise beach","cylinder","180","Lake Ozark UFO sighting 1960&#39s"
1963,"us","mo","weingarten","disk","7200","Flashing amber colored lights that looked like a ferris wheel on its side."
1963,"us","mo","kimberling city","disk","36","Disc seen passing over bridge at Kimberling City&#44 Missouri."
1963,"us","va","virginia beach","circle","900","4 glowing circles 40 ft in diameter flying in rigid formation - aerial acrobatics 100 ft off the beach for > 15 minutes -many witnesses"
1963,"us","ok","oklahoma city","light","1800","UFO sighting in Summer of 1963 or 1964 in Oklahoma City"
1963,"us","ca","santa ana","light","1200","siteing of a strange object."
1963,"us","or","portland","sphere","1200","1963 - Round hovering&#44 soundless&#44 rotating object over northeast Portland&#44 Oregon"
1963,"us","nj","mantua","circle","30","it was 1963 during a baseball game. I had hit a single and was on first base. The first baseman (jimmy Steffens) and I were looking in"
1964,"us","oh","dayton (west of)","disk","180","I was on the phone with my aunt looking north over the top of tress and house tops going Wt toward the grad school was a saucer shape."
1964,"us","ga","brunswick","formation","240","5 bright silver objects assuming the points of a 5 pointed star.  10-15% from directly overhead.  All 5 were clearly discernible&#44 at ar"
1964,"us","mo","washington","other","1200","July 1964&#44 15:00&#44 Washington&#44 MO&#44 rectangular&#44 20 min&#44 from north to south&#44 posted 9-28-06."
1964,"us","va","fishersville","fireball","4","A huge fireball fell from the sky"
1964,"us","nv","las vegas","circle","2400","Saucer-shaped craft landed&#44 rattled apt.&#44 and I watched it for some time"
1965,"us","ca","tehachapi","triangle","20","Large delta shape craft passed overhead blocking out the view of stars behind its shape. No sound."
1965,"us","mi","jackson","rectangle","120","glowing white light moving slowly at waist hight"
1965,"us","tx","san gabriel","oval","1800","High in the daylight sky&#44 a stationary oval object with a white light surounded by four colored lights"
1965,"us","wv","sistersville","fireball","1200","circular ball of fire&#44 dripping flames but not consumed."
1965,"us","ny","westbury","egg","60","Object travelled silently around 60(?) MPH.At arms length about fist size-Multi colored and &quot;evaporated&quot;."
1965,"us","ia","hornick","fireball","120","Bright orange/red fireball crosses sky in western Iowa in summer of 1965."
1965,"us","wi","stoughton","light","240","A very bright white light&#44 the size of a small house.  It &quot;shot&quot; 3 bursts of light at our car&#44 hitting it with loud booms but no feelin"
1965,"us","ky","whitesburg","light","2700","Lights and sounds on the ground and several strange lights in a cluster"
1965,"us","oh","aurora","sphere","120","It was late&#44 arond 10 or 11 pm&#44 us guys were near a swamp at the rear of Aurora Lake looked up saw a Red Glowing Orb hovering 15 to 20"
1965,"us","oh","mansfield","disk","900","The night Duke the dog died"
1966,"us","ma","springfield","other","600","U.F.O. sighting was astronomic in size as to blot out the sky on all horizons."
1966,"us","tx","galveston","oval","30","Glowing Orb chased by F-104s in daylight over Galveston&#44 Texas in 1966."
1966,"us","ca","la puente","triangle","300","3 triangle lights racing across the sky playing &quot;tag&quot; for approximately five minutes&#44 then went straight up in the sky out of sight"
1966,"us","ia","centerville","light","1800","90 degree angles uniform stair step flight pattern&#44 very bright light&#44 silent"
1966,"us","ny","cold springs","unknown","21600","A Strange Night At Summer Camp... 500 Lights On Object0: Yes"
1966,"us","ca","malibu","triangle","15","Huge triangler shape object seen up close over the tree line in the Malibu mountains in 1966"
1966,"us","ma","dracut","circle","1200","A real U.F.O. on the roof."
1967,"us","wi","marshfield","disk","60","When I was a kid&#44 not unlike most&#8230; I enjoyed sleeping outdoors with my friends to watch shooting stars and satellites while gazing at t"
1967,"us","pa","carmichaels","chevron","1800","In 1967 our town was celebrating it&#39s bi-centanial&#44 a month long celebration which included several events including a temporary museum"
1967,"us","pa","boydstown","disk","600","Clear view in daylight"
1967,"us","ca","sacramento","light","120","Single star-like object splitting into three star-like objects and moving uniformly across the sky."
1968,"us","ct","norwich","diamond","120","Too close to a 4 foot ET - was in kid&#39s bedroom. TV picture went to snow."
1968,"us","va","bena","changing","180","was walking inthe back feild when it was clear skie me and my brother sean ashadow look up sean a ship flying across the feild at tree"
1968,"us","az","phoenix","light","14400","bright light&#44 missing time"
1968,"us","wa","seattle","circle","600","It did not move or make any noise&#44 the lights were very intense and pure in color&#44 I will never forget it."
1968,"us","ca","rosemead","cigar","1200","Myself and my friend observed a cigar-shaped craft hovering in a field. We observed the phenomnon for twenty minutes the left the field"
1968,"us","oh","homeworth","triangle","600","Triangular shaped craft brushes apple tree in Columbiana County&#44Ohio"
1968,"us","ma","marion (silver shell beach)","other","600","When I was 8 years old I saw a grayish blue box maybe 150 to 200 feet in the air.There seemed to be a door or square opening with s"
1968,"us","ms","columbus","other","900","on the night a buddy and me saw said ufo&#44 it was approx. 5 feet above power lines going only about 5 miles per hour.  It had no visible"
1968,"us","me","stillwater","fireball","180","Large green luminous object appears in field&#44 disappears suddenly into night sky."
1969,"us","il","geneseo (outside of)","unknown","1200","Questionable Abduction"
1969,"us","ok","enid","unknown","600","2 unknown objects&#44 moving @ incredible speed passed just feet above my car"
1969,"us","or","wasco","disk","120","I saw the craft almost stationary about 75 yards out; and 75 yards high .I looked at for about one minute then ran back to our house to"
1969,"us","fl","cape canaveral","sphere","20","check your home movies of apollo 11"
1969,"us","il","champaign","disk","300","UFO or Enormous &quot;Spider&quot;?  500 Lights On Object0: Yes"
1969,"us","il","peoria","disk","60","flying disk over northern Peoria&#44 Illinois"
1969,"us","ca","fairfax","disk","60","Disk shaped craft appeared&#44 slowly zigzaged across town and took off."
1969,"us","oh","somerville","light","300","my report is about a sighting on 7/15/1969 at 10:30pm where the sky lit up like day as bright as noon for about 5 minutes no sound was"
1969,"us","wa","burlington","other","30","I was returning home after seeing my girl friend&#44 trveling along a rural road between two corn fields a creature apprximatly 3 feet tal"
1959,"us","ma","worcester","other","180","strange object sighted over worcester&#44ma july 1959...and in long island.ny on same day"
1961,"us","il","arlington heights","disk","1500","Saucer shaped object hovering near flight path of O&#39Hare Airport at about same level as airplanes going in for a landing"
1964,"us","mi","rosebush","unknown","180","I saw a object over my parents house moving very slowly."
1967,"us","wv","barboursville","sphere","240","Spherical UFO&#44 fall of 1967&#44 Barboursville&#44W.Va."
1967,"us","tx","crystal beach","disk","11700","Spent a sunday in July 1967 at Crystal Beach with friends&#44 at dusk I spotted what appeared to be a speed boat in the Gulf heading towar"
1953,"us","in","dublin","cone","1800","My brothers farmed after dark&#44 they told my mother&#44 my mother started yelling for the kids to run out to see it.  It was located in our"
1963,"us","ma","boston","triangle","1800","It was a nice warm night to hang on the back porch.  I saw a bright triangular light in the sky&#44 very high up.  It was doing loops and"
1966,"us","il","waukegan","circle","180","hummung hovering then quick exit"
1959,"us","oh","salem","disk","180","1959 Saucers-huge- pattern of four shifting high in Ohio skies-white-yellow perfectly formed-moving very fast"
1968,"us","ga","martinez","disk","1500","Summer of 68 around 11pm.The moons glow so bright and the stars filled the night sky.My family and I lived on a farm. With many liv"
